timestamp,time,force,position,strain
None,0,0,0,-0.297619047619051
None,0,0,0,-0.297619047619051
None,0,0,0,-0.297619047619051
None,0,0,0,-0.297619047619051
00:00:00.153,0.153,38,0,0
00:00:00.213,0.213,38,0,0
00:00:00.458,0.458,38,0,-0.297619047619051
00:00:00.517,0.517,38,0,-0.297619047619051
00:00:00.742,0.742,38,0,-0.297619047619051
00:00:00.789,0.789,38,0,-0.297619047619051
00:00:01.000,1,38,0,-0.297619047619051
00:00:01.053,1.053,38,0,-0.297619047619051
00:00:01.271,1.271,38,0,0
00:00:01.324,1.324,39,0,0
00:00:01.562,1.562,38,0,0
00:00:01.615,1.615,38,0,0
00:00:01.814,1.814,38,0,0
00:00:01.867,1.867,38,0,0
00:00:02.098,2.098,38,0,0
00:00:02.151,2.151,38,0,0
00:00:02.336,2.336,38,0,0
00:00:02.383,2.383,38,0,0
00:00:02.601,2.601,38,0,-0.297619047619051
00:00:02.654,2.654,38,0,-0.297619047619051
00:00:02.859,2.859,38,0,0
00:00:02.912,2.912,38,0,0
00:00:03.163,3.163,38,0,0
00:00:03.223,3.223,38,0,0
00:00:03.415,3.415,38,0,0
00:00:03.474,3.474,38,0,0
00:00:03.692,3.692,38,0,0
00:00:03.745,3.745,38,0,0
00:00:03.950,3.95,38,0,0
00:00:04.003,4.003,38,0,0
00:00:04.255,4.255,39,0,0
00:00:04.314,4.314,38,0,0
00:00:04.506,4.506,38,0,0
00:00:04.559,4.559,38,0,0
00:00:04.777,4.777,39,1,0
00:00:04.837,4.837,39,12,0
00:00:05.068,5.068,38,16,0
00:00:05.121,5.121,39,17,0
00:00:05.353,5.353,39,79,-0.297619047619051
00:00:05.426,5.426,40,94,-0.297619047619051
00:00:05.684,5.684,39,104,-0.297619047619051
00:00:05.743,5.743,40,105,-0.297619047619051
00:00:05.981,5.981,40,148,-0.297619047619051
00:00:06.047,6.047,40,170,-0.297619047619051
00:00:06.319,6.319,41,234,-0.297619047619051
00:00:06.385,6.385,41,249,-0.297619047619051
00:00:06.630,6.63,42,296,-0.297619047619051
00:00:06.689,6.689,42,311,-0.297619047619051
00:00:06.927,6.927,43,375,-0.297619047619051
00:00:06.993,6.993,44,387,-0.297619047619051
00:00:07.258,7.258,45,428,-0.297619047619051
00:00:07.324,7.324,46,429,-0.297619047619051
00:00:07.562,7.562,47,444,-0.297619047619051
00:00:07.622,7.622,46,444,-0.297619047619051
00:00:07.880,7.88,47,446,0
00:00:07.946,7.946,47,458,0
00:00:08.191,8.191,48,492,-0.297619047619051
00:00:08.257,8.257,49,492,-0.297619047619051
00:00:08.508,8.508,49,493,-0.297619047619051
00:00:08.561,8.561,49,494,-0.297619047619051
00:00:08.779,8.779,48,522,-0.297619047619051
00:00:08.839,8.839,49,543,-0.297619047619051
00:00:09.104,9.104,51,560,-0.297619047619051
00:00:09.163,9.163,51,561,-0.297619047619051
00:00:09.408,9.408,53,616,-0.297619047619051
00:00:09.474,9.474,54,622,-0.297619047619051
00:00:09.719,9.719,56,628,-0.297619047619051
00:00:09.778,9.778,56,629,-0.297619047619051
00:00:10.036,10.036,57,686,-0.595238095238088
00:00:10.102,10.102,59,696,-0.595238095238088
00:00:10.354,10.354,59,698,-0.297619047619051
00:00:10.413,10.413,60,703,-0.297619047619051
00:00:10.691,10.691,64,752,-0.297619047619051
00:00:10.757,10.757,63,752,-0.297619047619051
00:00:10.995,10.995,62,752,-0.297619047619051
00:00:11.048,11.048,63,755,-0.297619047619051
00:00:11.326,11.326,66,789,-0.297619047619051
00:00:11.392,11.392,66,820,-0.297619047619051
00:00:11.630,11.63,74,900,-0.595238095238088
00:00:11.697,11.697,77,916,-0.595238095238088
00:00:11.948,11.948,83,935,3.57142857142857
00:00:12.014,12.014,84,936,3.57142857142857
00:00:12.279,12.279,89,984,3.57142857142857
00:00:12.345,12.345,90,984,3.57142857142857
00:00:12.623,12.623,91,983,3.27380952380952
00:00:12.682,12.682,90,981,3.27380952380952
00:00:12.920,12.92,89,981,3.57142857142857
00:00:12.980,12.98,89,981,3.57142857142857
00:00:13.198,13.198,89,983,2.97619047619048
00:00:13.251,13.251,90,983,2.97619047619048
00:00:13.522,13.522,91,1029,3.57142857142857
00:00:13.582,13.582,92,1051,3.57142857142857
00:00:13.820,13.82,104,1074,2.97619047619048
00:00:13.873,13.873,105,1089,2.97619047619048
00:00:14.144,14.144,116,1119,-1.78571428571428
00:00:14.204,14.204,117,1120,-1.78571428571428
00:00:14.455,14.455,118,1171,4.16666666666666
00:00:14.548,14.548,126,1171,4.16666666666666
00:00:14.826,14.826,127,1171,11.6071428571429
00:00:14.885,14.885,127,1171,11.6071428571429
00:00:15.117,15.117,126,1171,13.6904761904762
00:00:15.176,15.176,127,1171,13.6904761904762
00:00:15.434,15.434,127,1171,13.9880952380952
00:00:15.487,15.487,127,1171,13.9880952380952
00:00:15.692,15.692,126,1171,9.52380952380952
00:00:15.738,15.738,126,1171,9.52380952380952
00:00:15.970,15.97,127,1171,7.73809523809523
00:00:16.030,16.03,126,1171,7.73809523809523
00:00:16.235,16.235,126,1170,12.5
00:00:16.281,16.281,126,1170,12.5
00:00:16.506,16.506,126,1170,9.82142857142857
00:00:16.552,16.552,126,1170,9.82142857142857
00:00:16.744,16.744,126,1170,12.7976190476191
00:00:16.784,16.784,126,1170,12.7976190476191
00:00:17.028,17.028,127,1170,12.7976190476191
00:00:17.075,17.075,126,1170,12.7976190476191
00:00:17.286,17.286,127,1171,10.1190476190476
00:00:17.339,17.339,127,1171,10.1190476190476
00:00:17.571,17.571,128,1171,8.33333333333334
00:00:17.617,17.617,128,1171,8.33333333333334
00:00:17.822,17.822,127,1172,13.0952380952381
00:00:17.875,17.875,128,1173,13.0952380952381
00:00:18.133,18.133,131,1185,8.63095238095238
00:00:18.186,18.186,131,1186,8.63095238095238
00:00:18.404,18.404,132,1196,11.9047619047619
00:00:18.464,18.464,132,1214,11.9047619047619
00:00:18.709,18.709,143,1235,9.52380952380952
00:00:18.762,18.762,145,1235,9.52380952380952
00:00:18.987,18.987,145,1235,12.7976190476191
00:00:19.039,19.039,146,1235,12.7976190476191
00:00:19.291,19.291,143,1235,13.3928571428571
00:00:19.350,19.35,143,1234,13.3928571428571
00:00:19.562,19.562,143,1234,13.3928571428571
00:00:19.608,19.608,144,1234,13.3928571428571
00:00:19.833,19.833,143,1234,13.3928571428571
00:00:19.880,19.88,144,1234,13.3928571428571
00:00:20.065,20.065,144,1235,13.6904761904762
00:00:20.111,20.111,144,1235,13.6904761904762
00:00:20.363,20.363,145,1249,13.6904761904762
00:00:20.422,20.422,145,1273,13.6904761904762
00:00:20.660,20.66,164,1305,14.2857142857143
00:00:20.713,20.713,167,1305,14.2857142857143
00:00:20.965,20.965,169,1349,11.6071428571429
00:00:21.024,21.024,175,1354,11.6071428571429
00:00:21.256,21.256,185,1356,12.202380952381
00:00:21.315,21.315,185,1364,12.202380952381
00:00:21.580,21.58,199,1401,13.6904761904762
00:00:21.646,21.646,201,1401,13.6904761904762
00:00:21.884,21.884,202,1403,19.0476190476191
00:00:21.937,21.937,203,1404,19.0476190476191
00:00:22.202,22.202,204,1437,14.5833333333333
00:00:22.261,22.261,206,1446,14.5833333333333
00:00:22.592,22.592,222,1450,14.2857142857143
00:00:22.658,22.658,221,1450,14.2857142857143
00:00:22.890,22.89,221,1450,14.5833333333333
00:00:22.949,22.949,221,1450,14.5833333333333
00:00:23.174,23.174,220,1450,14.5833333333333
00:00:23.227,23.227,221,1450,14.5833333333333
00:00:23.432,23.432,220,1450,14.5833333333333
00:00:23.478,23.478,220,1450,14.5833333333333
00:00:23.697,23.697,220,1450,14.8809523809524
00:00:23.750,23.75,220,1450,14.8809523809524
00:00:23.955,23.955,220,1450,15.7738095238095
00:00:24.001,24.001,221,1450,15.7738095238095
00:00:24.213,24.213,221,1450,15.1785714285714
00:00:24.259,24.259,221,1450,15.1785714285714
00:00:24.484,24.484,222,1453,15.1785714285714
00:00:24.537,24.537,223,1454,15.1785714285714
00:00:24.775,24.775,225,1466,14.8809523809524
00:00:24.834,24.834,224,1484,14.8809523809524
00:00:25.086,25.086,240,1491,20.8333333333333
00:00:25.139,25.139,240,1491,20.8333333333333
00:00:25.357,25.357,240,1491,21.1309523809524
00:00:25.410,25.41,240,1492,21.1309523809524
00:00:25.655,25.655,245,1513,16.0714285714286
00:00:25.714,25.714,248,1524,16.0714285714286
00:00:25.933,25.933,255,1525,16.6666666666667
00:00:25.992,25.992,255,1525,16.6666666666667
00:00:26.263,26.263,256,1526,16.6666666666667
00:00:26.323,26.323,256,1535,16.6666666666667
00:00:26.554,26.554,269,1560,16.9642857142857
00:00:26.614,26.614,272,1560,16.9642857142857
