timestamp,time (s),force,position,strain
00:06:22.717,382.717,518,1961,26.778242677824267
00:06:22.968,382.968,519,1961,26.778242677824267
00:06:23.220,383.22,518,1961,26.778242677824267
00:06:23.471,383.471,519,1961,26.778242677824267
00:06:23.716,383.716,518,1961,26.778242677824267
00:06:23.967,383.967,519,1961,26.778242677824267
00:06:24.219,384.219,519,1961,26.778242677824267
00:06:24.477,384.477,519,1961,26.778242677824267
00:06:24.735,384.735,519,1961,26.778242677824267
00:06:24.993,384.993,519,1961,26.778242677824267
00:06:25.244,385.244,518,1961,26.778242677824267
00:06:25.496,385.496,519,1961,26.778242677824267
00:06:25.747,385.747,519,1961,26.778242677824267
00:06:26.005,386.005,519,1961,26.778242677824267
00:06:26.263,386.263,519,1961,26.778242677824267
00:06:26.515,386.515,519,1961,26.778242677824267
00:06:26.766,386.766,518,1961,26.778242677824267
00:06:27.011,387.011,519,1961,26.778242677824267
00:06:27.249,387.249,519,1961,26.778242677824267
00:06:27.501,387.501,518,1961,26.778242677824267
00:06:27.772,387.772,519,1961,26.778242677824267
00:06:28.036,388.036,519,1961,26.778242677824267
00:06:28.294,388.294,519,1961,26.778242677824267
00:06:28.546,388.546,519,1961,26.778242677824267
00:06:28.797,388.797,519,1961,26.778242677824267
00:06:29.042,389.04200000000003,519,1961,26.778242677824267
00:06:29.294,389.294,519,1961,26.778242677824267
00:06:29.552,389.552,519,1961,26.778242677824267
00:06:29.796,389.796,518,1961,26.778242677824267
00:06:30.048,390.048,518,1961,26.778242677824267
00:06:30.299,390.299,519,1961,26.778242677824267
00:06:30.551,390.551,519,1961,26.778242677824267
00:06:30.802,390.802,519,1961,26.778242677824267
00:06:31.054,391.054,519,1961,26.778242677824267
00:06:31.298,391.298,518,1961,26.778242677824267
00:06:31.543,391.543,518,1961,26.778242677824267
00:06:31.788,391.788,519,1961,26.778242677824267
00:06:32.046,392.046,519,1961,26.778242677824267
00:06:32.297,392.297,519,1961,26.778242677824267
00:06:32.549,392.549,519,1961,26.778242677824267
00:06:32.794,392.794,519,1961,26.778242677824267
00:06:33.045,393.045,519,1961,26.778242677824267
00:06:33.290,393.29,518,1961,26.778242677824267
00:06:33.548,393.548,519,1961,26.778242677824267
00:06:33.799,393.799,518,1961,26.778242677824267
00:06:34.051,394.051,518,1961,26.778242677824267
00:06:34.302,394.302,519,1961,26.778242677824267
00:06:34.547,394.547,519,1961,26.778242677824267
00:06:34.799,394.799,519,1961,26.778242677824267
00:06:35.057,395.057,518,1961,26.778242677824267
00:06:35.308,395.308,518,1961,26.778242677824267
